timestamp,order_ref,item_name,station_id,event_type
1776682803,72fe56f8,meat lovers,STN-2,make_start
1776682803,72fe56f8,Custom Pizza,STN-2,make_start
1776682803,72fe56f8,custom pizza,STN-2,make_start
1776682924,72fe56f8,Meat Lovers,STN-?,make_complete
1776682951,72fe56f8,Custom Pizza,STN-?,make_complete
1776682991,ord_72fe56f8,Custom Pizza,STN-?,make_complete
1776683289,41330549,Meat Lovers,STN-1,make_start
1776683411,41330549,Meat Lovers,STN-?,make_complete
1776683903,A72BE2FB,Custom Pizza,STN-1,make_start
1776683903,A72BE2FB,Cheese,STN-2,make_start
1776683903,A72BE2FB,custom pizza,STN-1,make_start
1776683988,A72BE2FB,Custom Pizza,STN-?,make_complete
1776683988,a72be2fb,Pepperoni,STN-2,make_start
1776684013,a72be2fb,Cheese,STN-?,make_complete
1776684013,A72BE2FB,Custom Pizza,STN-3,make_start
1776684049,a72be2fb,Custom Pizza,STN-?,make_complete
1776684077,a72be2fb,Pepperoni,STN-?,make_complete
1776684119,a72be2fb,Custom Pizza,STN-?,make_complete
1776684429,4376e5c0,Custom Pizza,STN-2,make_start
1776684429,4376E5C0,Cheese,STN-3,make_start
1776684429,ord_4376e5c0,Custom Pizza,STN-3,make_start
1776684551,4376e5c0,Veggie,STN-1,make_start
1776684575,4376E5C0,Cheese,STN-?,make_complete
1776684575,4376E5C0,Meat Lovers,STN-1,make_start
1776684615,4376E5C0,Custom Pizza,STN-?,make_complete
1776684658,4376e5c0,Veggie,STN-?,make_complete
1776684697,4376e5c0,Meat Lovers,STN-?,make_complete
1776685105,83FDFF73,cheese,STN-1,make_start
1776685177,83fdff73,Cheese,STN-?,make_complete
1776685287,2BE333F7,Custom Pizza,STN-4,make_start
1776685287,2be333f7,Sausage,STN-2,make_start
1776685287,2BE333F7,supreme,STN-4,make_start
1776685287,ord_2be333f7,Veggie,STN-1,make_start
1776685446,ord_2be333f7,Custom Pizza,STN-?,make_complete
1776685467,ord_2be333f7,Sausage,STN-?,make_complete
1776685503,2be333f7,Supreme,STN-?,make_complete
1776685546,91041BE8,custom pizza,STN-2,make_start
1776685546,91041be8,Veggie,STN-1,make_start
1776685546,91041BE8,Veggie,STN-2,make_start
1776685546,ord_91041be8,Custom Pizza,STN-1,make_start
1776685656,91041BE8,Custom Pizza,STN-?,make_complete
1776685656,91041BE8,Custom Pizza,STN-2,make_start
1776685689,ord_91041be8,Veggie,STN-?,make_complete
1776685689,91041BE8,Meat Lovers,STN-4,make_start
1776685723,91041BE8,Veggie,STN-?,make_complete
1776685723,DABD6AFE,Veggie,STN-2,make_start
1776685756,91041BE8,Custom Pizza,STN-?,make_complete
1776685756,DABD6AFE,Custom Pizza,STN-2,make_start
1776685790,91041be8,Custom Pizza,STN-?,make_complete
1776685790,dabd6afe,Pepperoni,STN-1,make_start
1776685820,91041BE8,Meat Lovers,STN-?,make_complete
1776685820,dabd6afe,sausage,STN-3,make_start
1776685854,dabd6afe,Veggie,STN-?,make_complete
1776685854,326b8f41,Supreme,STN-3,make_start
1776685881,ord_dabd6afe,Custom Pizza,STN-?,make_complete
1776685881,326B8F41,Meat Lovers,STN-2,make_start
1776685903,ord_dabd6afe,Pepperoni,STN-?,make_complete
1776685903,326B8F41,Pepperoni,STN-1,make_start
1776685924,326b8f41,Custom Pizza,STN-2,make_start
1776685961,326b8f41,Supreme,STN-?,make_complete
1776685961,326B8F41,Sausage,STN-2,make_start
1776685991,326B8F41,Meat Lovers,STN-?,make_complete
1776685991,326B8F41,Veggie,STN-2,make_start
1776686012,326B8F41,Pepperoni,STN-?,make_complete
1776686012,1ce18f91,Custom Pizza,STN-3,make_start
1776686046,326b8f41,Custom Pizza,STN-?,make_complete
1776686046,1ce18f91,Cheese,STN-3,make_start
1776686067,ord_326b8f41,Sausage,STN-?,make_complete
1776686067,1ce18f91,Sausage,STN-2,make_start
1776686101,326B8F41,Veggie,STN-?,make_complete
1776686137,1CE18F91,Custom Pizza,STN-?,make_complete
1776686155,1ce18f91,Cheese,STN-?,make_complete
1776686155,A43AA6D3,Sausage,STN-2,make_start
1776686155,A43AA6D3,Custom Pizza,STN-1,make_start
1776686155,A43AA6D3,Custom Pizza,STN-1,make_start
1776686177,ord_1ce18f91,Sausage,STN-?,make_complete
1776686177,A43AA6D3,Custom Pizza,STN-2,make_start
1776686198,a43aa6d3,Sausage,STN-?,make_complete
1776686198,a43aa6d3,Custom Pizza,STN-2,make_start
1776686231,a43aa6d3,Custom Pizza,STN-?,make_complete
1776686256,A43AA6D3,Custom Pizza,STN-?,make_complete
1776686280,ord_a43aa6d3,Custom Pizza,STN-?,make_complete
1776686296,A43AA6D3,Custom Pizza,STN-?,make_complete
1776686388,AFB76683,Cheese,STN-3,make_start
1776686388,AFB76683,Veggie,STN-3,make_start
1776686388,afb76683,Veggie,STN-1,make_start
1776686388,afb76683,Supreme,STN-3,make_start
1776686461,AFB76683,Cheese,STN-?,make_complete
1776686461,ord_afb76683,Sausage,STN-1,make_start
1776686494,afb76683,Veggie,STN-?,make_complete
1776686494,ord_afb76683,Pepperoni,STN-2,make_start
1776686528,AFB76683,Veggie,STN-?,make_complete
1776686567,AFB76683,Supreme,STN-?,make_complete
1776686586,AFB76683,Sausage,STN-?,make_complete
1776686586,5fb63f52,Supreme,STN-1,make_start
1776686586,5FB63F52,Sausage,STN-4,make_start
1776686586,5FB63F52,Custom Pizza,STN-1,make_start
1776686607,AFB76683,Pepperoni,STN-?,make_complete
1776686607,ord_5fb63f52,Custom Pizza,STN-4,make_start
1776686647,5fb63f52,Supreme,STN-?,make_complete
1776686668,5FB63F52,Sausage,STN-?,make_complete
1776686689,5fb63f52,Custom Pizza,STN-?,make_complete
1776686790,df3ea698,Cheese,STN-3,make_start
1776686790,df3ea698,Cheese,STN-1,make_start
1776686790,DF3EA698,Supreme,STN-4,make_start
1776686790,ord_df3ea698,Sausage,STN-4,make_start
1776686863,ord_df3ea698,Cheese,STN-?,make_complete
1776686881,DF3EA698,Cheese,STN-?,make_complete
1776686884,D5F90CE2,Sausage,STN-4,make_start
1776686921,ord_df3ea698,Supreme,STN-?,make_complete
1776686942,df3ea698,Sausage,STN-?,make_complete
1776686964,D5F90CE2,Sausage,STN-?,make_complete
1776687061,3F9D7B5D,Supreme,STN-1,make_start
1776687061,3F9D7B5D,Pepperoni,STN-3,make_start
1776687061,3f9d7b5d,Custom Pizza,STN-2,make_start
1776687061,3f9d7b5d,sausage,STN-1,make_start
1776687219,3F9D7B5D,Supreme,STN-?,make_complete
1776687219,3f9d7b5d,Pepperoni,STN-3,make_start
1776687240,3f9d7b5d,Pepperoni,STN-?,make_complete
1776687240,3F9D7B5D,Custom Pizza,STN-4,make_start
1776687273,3F9D7B5D,Custom Pizza,STN-?,make_complete
1776687273,ff8fe19d,Pepperoni,STN-2,make_start
1776687294,3F9D7B5D,Sausage,STN-?,make_complete
1776687294,FF8FE19D,Supreme,STN-4,make_start
1776687316,3f9d7b5d,Pepperoni,STN-?,make_complete
1776687316,ord_ff8fe19d,Veggie,STN-1,make_start
1776687346,ord_3f9d7b5d,Custom Pizza,STN-?,make_complete
1776687346,FF8FE19D,Veggie,STN-2,make_start
1776687367,FF8FE19D,Pepperoni,STN-?,make_complete
1776687367,da4eea1b,Sausage,STN-2,make_start
1776687407,FF8FE19D,Supreme,STN-?,make_complete
1776687407,ord_da4eea1b,Pepperoni,STN-4,make_start
1776687440,ff8fe19d,Veggie,STN-?,make_complete
1776687474,ff8fe19d,Veggie,STN-?,make_complete
1776687495,da4eea1b,Sausage,STN-?,make_complete
1776687516,da4eea1b,Pepperoni,STN-?,make_complete
1776687534,ord_33ce81ac,Sausage,STN-3,make_start
1776687534,33ce81ac,Supreme,STN-4,make_start
