order_id,order_type,num_items,total_prep_weight,item_details,placed_at,completed_at,actual_time_min,naive_estimate_min,dynamic_estimate_min,naive_error_min,dynamic_error_min,queue_depth_at_placement,active_workers_at_placement,available_drivers_at_placement,rush_active_at_placement,bottleneck_at_placement,driver_wait_min,driver_id,order_revenue
A8BC3CF4,carryout,3,6.2,"[{""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Custom (6 toppings)"", ""prep_weight"": 2.2, ""price"": 16.0}]",0.002,11.072,11.07,9.9,11.506,-1.17,0.435,0,0,2,False,False,0.0,,43.0
C98B55DF,carryout,4,7.6,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}]",8.925,21.018,12.093,9.9,12.569,-2.193,0.476,1,0,2,False,False,0.0,,55.0
E6BFEC70,delivery,4,7.2,"[{""name"": ""Custom (7 toppings)"", ""prep_weight"": 2.4, ""price"": 17.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}]",20.663,40.852,20.189,11.07,22.506,-9.118,2.317,1,0,2,False,False,0.0,D1,54.0
ECAA6C99,delivery,5,10.8,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}]",26.826,48.115,21.289,11.581,23.973,-9.707,2.684,1,0,2,False,True,0.0,D2,70.0
52B2D8E8,carryout,3,6.0,"[{""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}]",36.212,47.754,11.542,11.581,11.802,0.039,0.26,2,0,2,False,False,0.0,,40.0
613D1B39,carryout,6,11.2,"[{""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Custom (7 toppings)"", ""prep_weight"": 2.4, ""price"": 17.0}, {""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}]",38.003,50.528,12.524,11.581,13.669,-0.943,1.145,3,3,2,False,False,0.0,,79.0
E3E6C585,carryout,1,1.6,"[{""name"": ""Custom (3 toppings)"", ""prep_weight"": 1.6, ""price"": 13.0}]",40.749,50.937,10.188,11.581,10.33,1.394,0.142,4,4,1,False,True,0.0,,13.0
ED824183,carryout,2,2.8,"[{""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}]",43.501,53.309,9.808,14.451,9.895,4.642,0.087,4,0,1,False,True,0.0,,20.0
C43F1A7D,carryout,3,4.8,"[{""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}]",47.449,57.638,10.19,14.451,10.618,4.261,0.428,6,2,1,False,False,0.0,,35.0
7AD77B42,carryout,6,11.4,"[{""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}]",51.191,63.151,11.96,15.237,12.936,3.277,0.976,5,0,2,False,True,0.0,,75.0
1D6B77D7,carryout,2,2.8,"[{""name"": ""Custom (3 toppings)"", ""prep_weight"": 1.6, ""price"": 13.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}]",53.843,63.867,10.024,14.128,10.239,4.104,0.215,4,4,2,False,True,0.0,,23.0
469E76B6,delivery,2,3.8,"[{""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}]",45.468,67.146,21.678,14.451,21.024,-7.227,-0.653,5,0,1,False,True,0.0,D1,25.0
