order_id,order_type,num_items,total_prep_weight,item_details,placed_at,completed_at,actual_time_min,naive_estimate_min,dynamic_estimate_min,naive_error_min,dynamic_error_min,queue_depth_at_placement,active_workers_at_placement,available_drivers_at_placement,rush_active_at_placement,bottleneck_at_placement,driver_wait_min,driver_id,order_revenue
8F609638,carryout,1,2.6,"[{""name"": ""Custom (8 toppings)"", ""prep_weight"": 2.6, ""price"": 18.0}]",5.552,16.214,10.662,9.9,10.6,-0.762,-0.062,1,0,2,False,True,0.0,,18.0
8DB3A01F,delivery,5,7.0,"[{""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Custom (1 toppings)"", ""prep_weight"": 1.2, ""price"": 11.0}, {""name"": ""Custom (3 toppings)"", ""prep_weight"": 1.6, ""price"": 13.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}]",0.001,23.005,23.004,19.9,21.857,-3.104,-1.147,0,0,2,False,False,0.0,D1,54.0
C9600F62,delivery,5,9.2,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}]",17.276,40.857,23.58,19.9,27.275,-3.68,3.694,2,0,1,False,False,0.0,D2,65.0
6EB95CE2,carryout,3,6.2,"[{""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}]",27.457,38.873,11.416,16.833,11.843,5.417,0.426,1,0,1,False,False,0.0,,45.0
17C4B4E7,carryout,1,2.2,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}]",39.249,49.535,10.286,16.833,10.2,6.547,-0.086,2,0,2,False,False,0.0,,15.0
588C39B0,carryout,2,5.2,"[{""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Custom (8 toppings)"", ""prep_weight"": 2.6, ""price"": 18.0}]",44.004,55.322,11.318,17.166,11.519,5.848,0.202,2,0,2,False,False,0.0,,33.0
372CA2E4,delivery,2,5.2,"[{""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Custom (8 toppings)"", ""prep_weight"": 2.6, ""price"": 18.0}]",41.371,59.843,18.472,17.166,19.944,-1.307,1.472,1,1,2,False,False,0.0,D1,33.0
23ECA9EB,carryout,2,2.8,"[{""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}]",50.797,59.742,8.946,17.166,9.165,8.22,0.219,4,1,2,False,False,0.0,,20.0
8BAD86AA,carryout,5,8.8,"[{""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Custom (1 toppings)"", ""prep_weight"": 1.2, ""price"": 11.0}, {""name"": ""Custom (3 toppings)"", ""prep_weight"": 1.6, ""price"": 13.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}]",53.376,65.114,11.738,15.79,12.404,4.051,0.666,4,0,2,False,False,0.0,,64.0
CE0DF0A5,delivery,2,4.4,"[{""name"": ""Custom (4 toppings)"", ""prep_weight"": 1.8, ""price"": 14.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}]",48.52,68.911,20.391,17.166,20.719,-3.226,0.328,3,0,2,False,False,0.0,D2,29.0
12D52DC5,carryout,4,7.2,"[{""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}]",56.931,66.938,10.007,15.79,10.709,5.783,0.702,5,1,2,False,True,0.0,,50.0
FF7167F6,carryout,5,8.6,"[{""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Custom (3 toppings)"", ""prep_weight"": 1.6, ""price"": 13.0}, {""name"": ""Custom (4 toppings)"", ""prep_weight"": 1.8, ""price"": 14.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}]",61.43,72.597,11.167,15.534,11.816,4.367,0.649,4,0,1,False,True,0.0,,62.0
7A7E15B2,carryout,6,10.4,"[{""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Custom (5 toppings)"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}]",64.554,76.273,11.719,14.71,12.582,2.992,0.863,4,1,1,False,True,0.0,,75.0
5E8A6790,carryout,6,11.8,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Custom (6 toppings)"", ""prep_weight"": 2.2, ""price"": 16.0}, {""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Custom (3 toppings)"", ""prep_weight"": 1.6, ""price"": 13.0}, {""name"": ""Custom (7 toppings)"", ""prep_weight"": 2.4, ""price"": 17.0}]",67.642,79.222,11.58,14.38,12.738,2.801,1.158,4,2,1,False,True,0.0,,88.0
3C7D0212,carryout,5,10.8,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Custom (8 toppings)"", ""prep_weight"": 2.6, ""price"": 18.0}]",73.66,85.49,11.83,14.916,12.85,3.086,1.02,4,2,2,False,True,0.0,,73.0
49E9228D,carryout,2,5.0,"[{""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Custom (7 toppings)"", ""prep_weight"": 2.4, ""price"": 17.0}]",77.899,89.186,11.287,13.732,11.449,2.445,0.161,4,0,2,False,True,0.0,,32.0
60D83BC8,delivery,4,6.8,"[{""name"": ""Custom (1 toppings)"", ""prep_weight"": 1.2, ""price"": 11.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Custom (7 toppings)"", ""prep_weight"": 2.4, ""price"": 17.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}]",72.09,91.377,19.287,14.916,21.18,-4.371,1.893,3,0,2,False,True,0.0,D1,53.0
609A4F75,carryout,6,11.0,"[{""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}]",81.636,93.454,11.818,12.562,12.794,0.745,0.976,3,0,3,False,False,0.0,,77.0
934078E5,carryout,1,2.2,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}]",83.613,94.011,10.399,12.562,10.602,2.164,0.203,4,4,2,False,True,0.0,,15.0
43427D2E,carryout,6,11.4,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Custom (1 toppings)"", ""prep_weight"": 1.2, ""price"": 11.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}]",87.315,99.885,12.57,12.562,13.453,-0.007,0.883,5,0,2,False,True,0.0,,81.0
D1FD78AD,delivery,5,8.4,"[{""name"": ""Custom (1 toppings)"", ""prep_weight"": 1.2, ""price"": 11.0}, {""name"": ""Custom (7 toppings)"", ""prep_weight"": 2.4, ""price"": 17.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}]",90.817,113.1,22.283,12.717,22.017,-9.566,-0.266,5,3,2,False,True,0.0,D1,63.0
B403E8B0,carryout,6,10.8,"[{""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}]",100.32,111.987,11.667,12.949,12.594,1.281,0.927,4,1,3,False,False,0.0,,77.0
E0347248,delivery,6,10.0,"[{""name"": ""Custom (4 toppings)"", ""prep_weight"": 1.8, ""price"": 14.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Custom (7 toppings)"", ""prep_weight"": 2.4, ""price"": 17.0}, {""name"": ""Custom (3 toppings)"", ""prep_weight"": 1.6, ""price"": 13.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}]",93.705,116.45,22.745,12.795,21.795,-9.95,-0.95,4,1,2,False,True,0.0,D2,74.0
9A374635,carryout,5,11.4,"[{""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Custom (5 toppings)"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Custom (5 toppings)"", ""prep_weight"": 2.0, ""price"": 15.0}]",101.848,114.828,12.98,12.949,14.123,-0.031,1.143,5,4,3,False,True,0.0,,75.0
24F6E8EF,delivery,4,6.2,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}]",97.097,117.218,20.122,12.949,21.614,-7.173,1.493,3,0,2,False,True,0.0,D3,45.0
34DAEB16,carryout,1,1.2,"[{""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}]",107.429,117.218,9.789,12.166,9.885,2.378,0.096,6,4,1,False,True,0.0,,10.0
4252F52D,carryout,5,8.8,"[{""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Custom (8 toppings)"", ""prep_weight"": 2.6, ""price"": 18.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}]",111.528,123.249,11.721,12.166,12.404,0.445,0.683,7,0,0,False,True,0.0,,65.0
4478D891,carryout,1,2.0,"[{""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}]",115.433,125.473,10.04,13.444,10.0,3.404,-0.04,6,0,0,False,True,0.0,,15.0
41776FE1,carryout,3,4.8,"[{""name"": ""Custom (3 toppings)"", ""prep_weight"": 1.6, ""price"": 13.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}]",121.776,132.218,10.442,15.366,10.731,4.924,0.289,4,0,0,False,True,0.0,,38.0
2841C409,delivery,5,8.4,"[{""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Custom (4 toppings)"", ""prep_weight"": 1.8, ""price"": 14.0}, {""name"": ""Custom (4 toppings)"", ""prep_weight"": 1.8, ""price"": 14.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}]",104.986,135.765,30.779,12.166,33.323,-18.612,2.544,5,4,1,False,True,7.194,D1,65.0
61DC05D9,delivery,3,6.4,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}]",118.329,137.602,19.273,15.516,21.685,-3.757,2.412,4,0,0,False,True,0.0,D2,45.0
7D9EB8EC,delivery,1,2.2,"[{""name"": ""Custom (6 toppings)"", ""prep_weight"": 2.2, ""price"": 16.0}]",125.213,143.132,17.919,15.366,20.2,-2.553,2.281,5,0,0,False,True,0.0,D3,16.0
D6B5B883,carryout,5,9.4,"[{""name"": ""Custom (3 toppings)"", ""prep_weight"": 1.6, ""price"": 13.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Custom (3 toppings)"", ""prep_weight"": 1.6, ""price"": 13.0}, {""name"": ""Custom (7 toppings)"", ""prep_weight"": 2.4, ""price"": 17.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}]",132.979,144.647,11.669,14.432,12.358,2.763,0.689,5,0,1,False,False,0.0,,68.0
CA61F8CD,carryout,5,11.0,"[{""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Custom (7 toppings)"", ""prep_weight"": 2.4, ""price"": 17.0}]",135.512,147.378,11.867,14.436,12.956,2.569,1.089,5,2,0,False,True,0.0,,72.0
F388734A,carryout,4,6.2,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}]",139.523,150.786,11.263,15.956,11.614,4.693,0.352,4,0,0,False,True,0.0,,47.0
BB7C1EA8,delivery,1,2.6,"[{""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}]",128.715,155.034,26.319,14.432,20.6,-11.888,-5.719,4,0,2,False,True,6.081,D2,15.0
B640708A,carryout,6,11.8,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Custom (6 toppings)"", ""prep_weight"": 2.2, ""price"": 16.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Custom (3 toppings)"", ""prep_weight"": 1.6, ""price"": 13.0}]",146.146,158.805,12.659,16.581,13.594,3.922,0.935,5,0,0,False,True,0.0,,86.0
6DAED0A8,delivery,2,3.4,"[{""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Custom (5 toppings)"", ""prep_weight"": 2.0, ""price"": 15.0}]",144.023,163.318,19.295,16.581,20.107,-2.714,0.812,4,0,0,False,True,0.0,D1,27.0
39EDE22D,carryout,2,3.8,"[{""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Custom (7 toppings)"", ""prep_weight"": 2.4, ""price"": 17.0}]",152.93,162.964,10.034,14.476,10.249,4.442,0.215,4,0,2,False,True,0.0,,27.0
C89268CB,delivery,1,1.4,"[{""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}]",149.079,169.942,20.863,15.473,20.18,-5.39,-0.683,5,4,1,False,True,0.0,D3,10.0
AF0E7F1D,carryout,4,7.4,"[{""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}]",159.09,169.891,10.801,16.129,11.479,5.328,0.678,5,3,1,False,True,0.0,,50.0
AAB35FAB,carryout,5,11.8,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Custom (6 toppings)"", ""prep_weight"": 2.2, ""price"": 16.0}, {""name"": ""Supreme"", ""prep_weight"": 2.6, ""price"": 15.0}, {""name"": ""Custom (8 toppings)"", ""prep_weight"": 2.6, ""price"": 18.0}, {""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}]",160.66,172.805,12.145,16.129,13.315,3.984,1.17,6,3,0,False,True,0.0,,79.0
B4587B66,carryout,4,6.8,"[{""name"": ""Veggie"", ""prep_weight"": 2.2, ""price"": 15.0}, {""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Custom (5 toppings)"", ""prep_weight"": 2.0, ""price"": 15.0}]",162.432,174.523,12.091,16.223,12.725,4.131,0.634,6,4,0,False,True,0.0,,50.0
B672B4E9,carryout,1,1.4,"[{""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}]",164.506,174.828,10.322,17.148,10.442,6.826,0.12,6,4,0,False,True,0.0,,10.0
6B26F32E,delivery,6,9.6,"[{""name"": ""Meat Lovers"", ""prep_weight"": 2.0, ""price"": 15.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}, {""name"": ""Custom (7 toppings)"", ""prep_weight"": 2.4, ""price"": 17.0}, {""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}, {""name"": ""Cheese"", ""prep_weight"": 1.2, ""price"": 10.0}]",156.004,177.28,21.276,16.129,22.687,-5.147,1.411,4,0,1,False,False,0.0,D2,76.0
AE079D65,carryout,2,2.8,"[{""name"": ""Pepperoni"", ""prep_weight"": 1.4, ""price"": 10.0}, {""name"": ""Custom (2 toppings)"", ""prep_weight"": 1.4, ""price"": 12.0}]",168.149,177.987,9.838,17.108,9.895,7.269,0.057,6,0,0,False,True,0.0,,22.0
8538C454,carryout,1,1.4,"[{""name"": ""Sausage"", ""prep_weight"": 1.4, ""price"": 10.0}]",173.719,183.05,9.332,15.269,9.424,5.937,0.092,6,2,1,False,True,0.0,,10.0
